crash_id,bus_involvement,heavy_rigid_truck_involvement,articulated_truck_involvement,vehicle_id
20191285,No,Yes,No,20191285_No_Yes_No
20193113,No,No,No,20193113_No_No_No
20191202,No,No,No,20191202_No_No_No
20195060,No,No,No,20195060_No_No_No
20192228,No,No,No,20192228_No_No_No
20191312,No,No,No,20191312_No_No_No
20193032,No,No,No,20193032_No_No_No
20191191,No,No,No,20191191_No_No_No
20191043,No,No,No,20191043_No_No_No
20191176,No,No,No,20191176_No_No_No
20197013,No,No,No,20197013_No_No_No
20191112,No,No,No,20191112_No_No_No
20191277,No,No,No,20191277_No_No_No
20193040,No,No,No,20193040_No_No_No
20195023,No,No,No,20195023_No_No_No
20192197,No,No,No,20192197_No_No_No
20192028,No,No,No,20192028_No_No_No
20191150,No,No,No,20191150_No_No_No
20191240,No,No,No,20191240_No_No_No
20191162,No,No,No,20191162_No_No_No
20193089,No,No,No,20193089_No_No_No
20195052,No,No,No,20195052_No_No_No
20191212,No,No,No,20191212_No_No_No
20193124,No,No,No,20193124_No_No_No
20191222,No,No,No,20191222_No_No_No
20191282,No,No,No,20191282_No_No_No
20191099,No,No,No,20191099_No_No_No
20193056,No,No,No,20193056_No_No_No
20193154,No,No,No,20193154_No_No_No
20195017,No,No,Yes,20195017_No_No_Yes
20191020,No,No,Yes,20191020_No_No_Yes
20193178,No,No,No,20193178_No_No_No
20191170,No,No,No,20191170_No_No_No
20193045,No,No,No,20193045_No_No_No
20192229,No,No,No,20192229_No_No_No
20191229,No,No,No,20191229_No_No_No
20194022,No,No,No,20194022_No_No_No
20196016,No,No,No,20196016_No_No_No
20191048,No,No,No,20191048_No_No_No
20193132,No,No,No,20193132_No_No_No
20192158,No,Yes,No,20192158_No_Yes_No
20192091,No,No,No,20192091_No_No_No
20191223,No,No,No,20191223_No_No_No
20195064,No,No,No,20195064_No_No_No
20191148,No,No,No,20191148_No_No_No
20193145,No,No,No,20193145_No_No_No
20192026,No,No,No,20192026_No_No_No
20195091,Yes,No,No,20195091_Yes_No_No
20191287,No,No,No,20191287_No_No_No
20193114,No,No,No,20193114_No_No_No
20191116,No,No,No,20191116_No_No_No
20191203,No,No,No,20191203_No_No_No
20192004,No,No,No,20192004_No_No_No
20193173,No,No,No,20193173_No_No_No
20192164,No,No,No,20192164_No_No_No
20191115,No,No,Yes,20191115_No_No_Yes
20192070,No,No,No,20192070_No_No_No
20195080,No,No,No,20195080_No_No_No
20195019,No,No,No,20195019_No_No_No
20191276,No,No,No,20191276_No_No_No
20193085,No,No,No,20193085_No_No_No
20196005,No,No,No,20196005_No_No_No
20191073,No,No,No,20191073_No_No_No
20192142,No,No,No,20192142_No_No_No
20193017,No,No,No,20193017_No_No_No
20193080,No,No,No,20193080_No_No_No
20198004,No,No,Yes,20198004_No_No_Yes
20191098,No,No,No,20191098_No_No_No
20195056,No,No,No,20195056_No_No_No
20194085,No,No,No,20194085_No_No_No
20193067,No,No,No,20193067_No_No_No
20193074,No,No,Yes,20193074_No_No_Yes
20192008,No,No,No,20192008_No_No_No
20193105,No,No,No,20193105_No_No_No
20191329,No,No,No,20191329_No_No_No
20191016,No,No,No,20191016_No_No_No
20193118,No,No,Yes,20193118_No_No_Yes
20191015,No,No,Yes,20191015_No_No_Yes
20192062,No,No,Yes,20192062_No_No_Yes
20193049,No,No,No,20193049_No_No_No
20195013,No,No,No,20195013_No_No_No
20193078,No,No,No,20193078_No_No_No
20192207,No,No,No,20192207_No_No_No
20191168,No,No,No,20191168_No_No_No
20191102,No,No,No,20191102_No_No_No
20191279,No,No,No,20191279_No_No_No
20195140,No,No,No,20195140_No_No_No
20194096,No,No,No,20194096_No_No_No
20192083,No,No,No,20192083_No_No_No
20193116,No,No,No,20193116_No_No_No
20193150,No,No,No,20193150_No_No_No
20193186,No,No,No,20193186_No_No_No
20193010,No,No,No,20193010_No_No_No
20191246,No,No,No,20191246_No_No_No
20192049,No,No,No,20192049_No_No_No
20191093,No,No,No,20191093_No_No_No
20193036,No,No,No,20193036_No_No_No
20196019,No,No,No,20196019_No_No_No
20194089,No,No,No,20194089_No_No_No
20195070,No,No,No,20195070_No_No_No
20193088,No,No,No,20193088_No_No_No
20191163,No,No,No,20191163_No_No_No
20191110,No,No,No,20191110_No_No_No
20192144,No,No,No,20192144_No_No_No
20193166,No,No,No,20193166_No_No_No
20192138,No,No,No,20192138_No_No_No
20193147,No,No,Yes,20193147_No_No_Yes
20197019,No,No,No,20197019_No_No_No
20193135,No,No,No,20193135_No_No_No
20192209,No,No,No,20192209_No_No_No
20192031,No,No,No,20192031_No_No_No
20193126,No,No,No,20193126_No_No_No
20193021,No,No,Yes,20193021_No_No_Yes
20192053,No,No,No,20192053_No_No_No
20192156,No,No,No,20192156_No_No_No
20191309,No,No,No,20191309_No_No_No
20194065,No,No,No,20194065_No_No_No
20195097,No,No,No,20195097_No_No_No
20191293,No,No,No,20191293_No_No_No
20191216,No,No,No,20191216_No_No_No
20195127,No,No,No,20195127_No_No_No
20191326,No,No,No,20191326_No_No_No
20191254,No,No,No,20191254_No_No_No
20192011,No,No,No,20192011_No_No_No
20191189,No,No,No,20191189_No_No_No
20193008,No,Yes,No,20193008_No_Yes_No
20191111,No,No,No,20191111_No_No_No
20194018,No,Yes,No,20194018_No_Yes_No
20193024,No,No,No,20193024_No_No_No
20193016,No,No,No,20193016_No_No_No
20195086,No,No,No,20195086_No_No_No
20195144,No,No,No,20195144_No_No_No
20191064,No,No,No,20191064_No_No_No
20193152,No,No,No,20193152_No_No_No
20191085,No,No,No,20191085_No_No_No
20191186,No,No,No,20191186_No_No_No
20193027,No,No,No,20193027_No_No_No
20192014,No,No,No,20192014_No_No_No
20196001,No,No,No,20196001_No_No_No
20193072,No,No,No,20193072_No_No_No
20191149,No,No,No,20191149_No_No_No
20192056,No,No,No,20192056_No_No_No
20195147,No,No,No,20195147_No_No_No
20193084,No,No,No,20193084_No_No_No
20193001,No,No,No,20193001_No_No_No
20191114,No,No,No,20191114_No_No_No
20191156,No,No,No,20191156_No_No_No
20195125,No,No,No,20195125_No_No_No
20191090,No,No,No,20191090_No_No_No
20195094,No,No,No,20195094_No_No_No
20191206,No,No,No,20191206_No_No_No
20191029,No,No,No,20191029_No_No_No
20194054,No,No,No,20194054_No_No_No
20194047,No,No,No,20194047_No_No_No
20194101,No,No,Yes,20194101_No_No_Yes
20191164,No,No,No,20191164_No_No_No
20191269,No,No,No,20191269_No_No_No
20193162,No,No,Yes,20193162_No_No_Yes
20192150,No,No,No,20192150_No_No_No
20193142,No,No,No,20193142_No_No_No
20191034,No,No,No,20191034_No_No_No
20192128,No,No,No,20192128_No_No_No
20197008,No,No,No,20197008_No_No_No
20191097,No,No,No,20191097_No_No_No
20191244,Yes,No,No,20191244_Yes_No_No
20191228,No,No,No,20191228_No_No_No
20194083,No,Yes,No,20194083_No_Yes_No
20195092,No,No,No,20195092_No_No_No
20191311,No,No,No,20191311_No_No_No
20193025,No,No,Yes,20193025_No_No_Yes
20195003,Yes,No,No,20195003_Yes_No_No
20195059,No,No,No,20195059_No_No_No
20191268,No,No,No,20191268_No_No_No
20191278,No,No,No,20191278_No_No_No
20193022,No,Yes,No,20193022_No_Yes_No
20195112,No,No,No,20195112_No_No_No
20195042,No,No,No,20195042_No_No_No
20191320,No,No,No,20191320_No_No_No
20195037,No,No,No,20195037_No_No_No
20192090,No,No,No,20192090_No_No_No
20191070,No,Yes,Yes,20191070_No_Yes_Yes
20197001,No,No,No,20197001_No_No_No
20191095,No,No,No,20191095_No_No_No
20193106,No,No,No,20193106_No_No_No
20193028,No,No,No,20193028_No_No_No
20196017,No,No,No,20196017_No_No_No
20192022,No,No,No,20192022_No_No_No
20192121,No,No,No,20192121_No_No_No
20193039,No,No,No,20193039_No_No_No
20193076,No,No,No,20193076_No_No_No
20195150,No,No,No,20195150_No_No_No
20192071,No,No,No,20192071_No_No_No
20191302,No,No,No,20191302_No_No_No
20196006,No,No,Yes,20196006_No_No_Yes
20191165,No,Yes,No,20191165_No_Yes_No
20194106,No,No,No,20194106_No_No_No
20195031,No,No,No,20195031_No_No_No
20193018,No,No,No,20193018_No_No_No
20194039,No,No,No,20194039_No_No_No
20191160,No,No,No,20191160_No_No_No
20192074,No,No,No,20192074_No_No_No
20193136,No,No,No,20193136_No_No_No
20191301,No,No,No,20191301_No_No_No
20192244,No,No,No,20192244_No_No_No
20191124,No,No,Yes,20191124_No_No_Yes
20191058,No,No,No,20191058_No_No_No
20194021,No,No,No,20194021_No_No_No
20192064,No,No,No,20192064_No_No_No
20195108,No,No,No,20195108_No_No_No
20193034,No,No,No,20193034_No_No_No
20191086,No,No,No,20191086_No_No_No
20196013,No,No,No,20196013_No_No_No
20194015,No,No,No,20194015_No_No_No
20193155,No,No,No,20193155_No_No_No
20194012,No,No,No,20194012_No_No_No
20192210,No,No,No,20192210_No_No_No
20192154,No,No,No,20192154_No_No_No
20191083,No,No,No,20191083_No_No_No
20193189,No,No,Yes,20193189_No_No_Yes
20192063,No,No,No,20192063_No_No_No
20191317,No,No,No,20191317_No_No_No
20193163,No,No,No,20193163_No_No_No
20191144,No,No,No,20191144_No_No_No
20195068,No,No,No,20195068_No_No_No
20193164,No,No,No,20193164_No_No_No
20191327,No,No,No,20191327_No_No_No
20193092,No,No,No,20193092_No_No_No
20191272,No,No,No,20191272_No_No_No
20191310,No,No,No,20191310_No_No_No
20192092,No,No,No,20192092_No_No_No
20191081,No,No,No,20191081_No_No_No
20191143,No,No,No,20191143_No_No_No
20192030,Yes,No,Yes,20192030_Yes_No_Yes
20192089,No,No,No,20192089_No_No_No
20192034,No,Yes,No,20192034_No_Yes_No
20193070,No,Yes,No,20193070_No_Yes_No
20193044,No,No,No,20193044_No_No_No
20193169,No,No,No,20193169_No_No_No
20197015,No,No,No,20197015_No_No_No
20195020,No,Yes,No,20195020_No_Yes_No
20191131,No,No,No,20191131_No_No_No
20191255,No,No,No,20191255_No_No_No
20195039,No,No,No,20195039_No_No_No
20194064,No,No,No,20194064_No_No_No
20195001,No,Yes,No,20195001_No_Yes_No
20191009,No,No,Yes,20191009_No_No_Yes
20195005,No,No,No,20195005_No_No_No
20197026,No,No,No,20197026_No_No_No
20197025,No,Yes,No,20197025_No_Yes_No
20192054,No,No,No,20192054_No_No_No
20191197,Yes,No,No,20191197_Yes_No_No
20195101,No,No,No,20195101_No_No_No
20194087,No,No,No,20194087_No_No_No
20193043,No,No,No,20193043_No_No_No
20192002,No,No,No,20192002_No_No_No
20194034,No,No,No,20194034_No_No_No
20192181,No,No,No,20192181_No_No_No
20193143,No,No,No,20193143_No_No_No
20195141,No,No,No,20195141_No_No_No
20191013,No,No,No,20191013_No_No_No
20195107,No,No,No,20195107_No_No_No
20191137,No,No,Yes,20191137_No_No_Yes
20194100,No,No,No,20194100_No_No_No
20191218,No,No,No,20191218_No_No_No
20192184,No,Yes,No,20192184_No_Yes_No
20192188,No,Yes,No,20192188_No_Yes_No
20191178,No,Yes,No,20191178_No_Yes_No
20194052,No,No,No,20194052_No_No_No
20191297,No,Yes,No,20191297_No_Yes_No
20191146,No,No,No,20191146_No_No_No
20191030,No,No,No,20191030_No_No_No
20194107,No,No,No,20194107_No_No_No
20196008,No,No,No,20196008_No_No_No
20191184,No,No,No,20191184_No_No_No
20191300,No,No,No,20191300_No_No_No
20194006,No,No,No,20194006_No_No_No
20195132,No,No,No,20195132_No_No_No
20193101,No,Yes,No,20193101_No_Yes_No
20194024,No,No,No,20194024_No_No_No
20193125,No,Yes,No,20193125_No_Yes_No
20195033,No,No,No,20195033_No_No_No
20192204,No,No,No,20192204_No_No_No
20192065,No,No,Yes,20192065_No_No_Yes
20195117,No,No,No,20195117_No_No_No
20195126,No,No,No,20195126_No_No_No
20192231,No,No,No,20192231_No_No_No
20195021,No,No,Yes,20195021_No_No_Yes
20191298,No,No,No,20191298_No_No_No
20192199,No,No,No,20192199_No_No_No
20193030,No,No,No,20193030_No_No_No
20195131,No,No,No,20195131_No_No_No
20195058,No,No,No,20195058_No_No_No
20195022,No,No,No,20195022_No_No_No
20191051,No,No,No,20191051_No_No_No
20191077,No,No,No,20191077_No_No_No
20194060,No,No,No,20194060_No_No_No
20192123,No,No,No,20192123_No_No_No
20192006,No,No,No,20192006_No_No_No
20194049,No,No,No,20194049_No_No_No
20194088,No,No,No,20194088_No_No_No
20192010,No,No,No,20192010_No_No_No
20192243,No,No,No,20192243_No_No_No
20191126,No,No,No,20191126_No_No_No
20191280,No,No,No,20191280_No_No_No
20193002,No,No,No,20193002_No_No_No
20193057,No,No,No,20193057_No_No_No
20192201,No,No,No,20192201_No_No_No
20192115,No,No,No,20192115_No_No_No
20193138,No,No,No,20193138_No_No_No
20191208,No,No,No,20191208_No_No_No
20195041,No,No,No,20195041_No_No_No
20192111,No,No,No,20192111_No_No_No
20191019,No,No,No,20191019_No_No_No
20193172,No,No,No,20193172_No_No_No
20193094,No,No,No,20193094_No_No_No
20195148,No,No,No,20195148_No_No_No
20195066,No,No,Yes,20195066_No_No_Yes
20191205,No,No,No,20191205_No_No_No
20193141,No,No,No,20193141_No_No_No
20192075,No,Yes,No,20192075_No_Yes_No
20192218,No,No,No,20192218_No_No_No
20197014,No,No,No,20197014_No_No_No
20192234,No,No,No,20192234_No_No_No
20191243,No,No,No,20191243_No_No_No
20191237,No,No,No,20191237_No_No_No
20191082,No,No,No,20191082_No_No_No
20193185,No,No,No,20193185_No_No_No
20197017,No,No,No,20197017_No_No_No
20191328,No,No,No,20191328_No_No_No
20196009,No,No,No,20196009_No_No_No
20196020,No,No,No,20196020_No_No_No
20191315,No,No,No,20191315_No_No_No
20193065,No,No,Yes,20193065_No_No_Yes
20195045,No,No,No,20195045_No_No_No
20191289,No,No,No,20191289_No_No_No
20195057,No,No,Yes,20195057_No_No_Yes
20198005,No,No,No,20198005_No_No_No
20191236,No,No,No,20191236_No_No_No
20192100,No,No,No,20192100_No_No_No
20191235,No,No,Yes,20191235_No_No_Yes
20195015,No,No,Yes,20195015_No_No_Yes
20195103,No,No,No,20195103_No_No_No
20191194,No,No,Yes,20191194_No_No_Yes
20192166,No,No,No,20192166_No_No_No
20193020,No,No,No,20193020_No_No_No
20191011,No,Yes,No,20191011_No_Yes_No
20194023,No,No,No,20194023_No_No_No
20195134,No,No,No,20195134_No_No_No
20193061,No,Yes,No,20193061_No_Yes_No
20192193,No,No,No,20192193_No_No_No
20193160,No,No,No,20193160_No_No_No
20192240,No,No,No,20192240_No_No_No
20195130,No,No,No,20195130_No_No_No
20192088,No,No,No,20192088_No_No_No
20191109,No,No,No,20191109_No_No_No
20191318,No,No,No,20191318_No_No_No
20194094,No,No,No,20194094_No_No_No
20192116,No,No,No,20192116_No_No_No
20191008,No,No,No,20191008_No_No_No
20194066,No,No,No,20194066_No_No_No
20192035,No,Yes,No,20192035_No_Yes_No
20191253,No,Yes,No,20191253_No_Yes_No
20192099,No,No,No,20192099_No_No_No
20196014,No,No,No,20196014_No_No_No
20193121,No,No,No,20193121_No_No_No
20194069,No,No,No,20194069_No_No_No
20192211,No,No,No,20192211_No_No_No
20192113,No,No,No,20192113_No_No_No
20191217,No,Yes,Yes,20191217_No_Yes_Yes
20192140,No,No,No,20192140_No_No_No
20193195,No,No,No,20193195_No_No_No
20191173,No,No,Yes,20191173_No_No_Yes
20194007,No,No,No,20194007_No_No_No
20195114,No,No,No,20195114_No_No_No
20192191,No,Yes,No,20192191_No_Yes_No
20194016,No,No,No,20194016_No_No_No
20192126,No,No,No,20192126_No_No_No
20195049,No,No,No,20195049_No_No_No
20195025,No,No,No,20195025_No_No_No
20193007,No,No,No,20193007_No_No_No
20192143,No,No,No,20192143_No_No_No
20192032,No,No,No,20192032_No_No_No
20192086,No,No,No,20192086_No_No_No
20194078,No,No,No,20194078_No_No_No
20191027,No,No,No,20191027_No_No_No
20192013,No,No,No,20192013_No_No_No
20195055,No,Yes,No,20195055_No_Yes_No
20193095,No,No,No,20193095_No_No_No
20192175,No,No,No,20192175_No_No_No
20191219,No,No,No,20191219_No_No_No
20193031,No,No,No,20193031_No_No_No
20194037,No,No,No,20194037_No_No_No
20192248,No,No,Yes,20192248_No_No_Yes
20192050,No,No,No,20192050_No_No_No
20194026,No,No,No,20194026_No_No_No
20192105,No,No,No,20192105_No_No_No
20196027,No,No,Yes,20196027_No_No_Yes
20191049,No,No,No,20191049_No_No_No
20193192,No,No,No,20193192_No_No_No
20193059,No,No,No,20193059_No_No_No
20194103,No,No,No,20194103_No_No_No
20191056,No,Yes,No,20191056_No_Yes_No
20192246,No,No,No,20192246_No_No_No
20193066,No,No,No,20193066_No_No_No
20191140,No,Yes,No,20191140_No_Yes_No
20194082,No,No,No,20194082_No_No_No
20193170,No,No,No,20193170_No_No_No
20191091,No,No,No,20191091_No_No_No
20195109,No,No,No,20195109_No_No_No
20191134,No,Yes,No,20191134_No_Yes_No
20194031,No,No,Yes,20194031_No_No_Yes
20195128,No,Yes,No,20195128_No_Yes_No
20191325,No,No,No,20191325_No_No_No
20195129,No,No,No,20195129_No_No_No
20192215,No,No,No,20192215_No_No_No
20193196,No,No,No,20193196_No_No_No
20193112,No,No,No,20193112_No_No_No
20192133,No,No,No,20192133_No_No_No
20191001,No,No,No,20191001_No_No_No
20193012,No,No,No,20193012_No_No_No
20191198,No,No,No,20191198_No_No_No
20191121,No,No,No,20191121_No_No_No
20193174,No,No,No,20193174_No_No_No
20197027,No,No,No,20197027_No_No_No
20192163,No,No,No,20192163_No_No_No
20192094,No,No,Yes,20192094_No_No_Yes
20193104,No,No,Yes,20193104_No_No_Yes
20191130,No,No,No,20191130_No_No_No
20193051,No,No,No,20193051_No_No_No
20191304,No,No,No,20191304_No_No_No
20195007,No,No,No,20195007_No_No_No
20192122,No,No,No,20192122_No_No_No
20193019,No,No,No,20193019_No_No_No
20192095,No,No,No,20192095_No_No_No
20197028,No,No,No,20197028_No_No_No
20194058,No,No,Yes,20194058_No_No_Yes
20192236,No,No,No,20192236_No_No_No
20193037,No,No,No,20193037_No_No_No
20192024,No,No,No,20192024_No_No_No
20193181,No,No,No,20193181_No_No_No
20192059,No,No,Yes,20192059_No_No_Yes
20192001,No,No,No,20192001_No_No_No
20194102,No,No,No,20194102_No_No_No
20192109,No,No,No,20192109_No_No_No
20197005,No,No,No,20197005_No_No_No
20194105,No,No,Yes,20194105_No_No_Yes
20191252,No,No,No,20191252_No_No_No
20193109,No,No,No,20193109_No_No_No
20194005,No,No,No,20194005_No_No_No
20195053,No,No,No,20195053_No_No_No
20191142,No,No,No,20191142_No_No_No
20195077,No,No,No,20195077_No_No_No
20194081,No,No,Yes,20194081_No_No_Yes
20192068,No,No,No,20192068_No_No_No
20191052,No,No,No,20191052_No_No_No
20195136,No,No,No,20195136_No_No_No
20193026,No,No,No,20193026_No_No_No
20195006,No,No,No,20195006_No_No_No
20192085,No,No,No,20192085_No_No_No
20192101,No,No,No,20192101_No_No_No
20191227,No,Yes,No,20191227_No_Yes_No
20191017,No,No,No,20191017_No_No_No
20192232,No,No,No,20192232_No_No_No
20192235,No,No,Yes,20192235_No_No_Yes
20193107,No,No,No,20193107_No_No_No
20191188,No,No,No,20191188_No_No_No
20192108,No,No,No,20192108_No_No_No
20192125,No,No,No,20192125_No_No_No
20196015,No,No,No,20196015_No_No_No
20194046,No,No,Yes,20194046_No_No_Yes
20194091,No,No,Yes,20194091_No_No_Yes
20194010,No,No,No,20194010_No_No_No
20193144,No,No,No,20193144_No_No_No
20195088,No,No,No,20195088_No_No_No
20194071,No,No,No,20194071_No_No_No
20195087,No,No,No,20195087_No_No_No
20192067,No,Yes,No,20192067_No_Yes_No
20191319,No,No,No,20191319_No_No_No
20197023,No,No,No,20197023_No_No_No
20191041,No,No,No,20191041_No_No_No
20193100,No,No,No,20193100_No_No_No
20195090,No,No,No,20195090_No_No_No
20191024,No,No,No,20191024_No_No_No
20195040,No,No,No,20195040_No_No_No
20195036,No,No,No,20195036_No_No_No
20192015,No,No,No,20192015_No_No_No
20192169,No,No,No,20192169_No_No_No
20191084,No,No,No,20191084_No_No_No
20191103,No,No,No,20191103_No_No_No
20193111,No,No,No,20193111_No_No_No
20195004,No,No,No,20195004_No_No_No
20192177,No,No,No,20192177_No_No_No
20191042,Yes,No,No,20191042_Yes_No_No
20195145,No,No,No,20195145_No_No_No
20196018,No,No,No,20196018_No_No_No
20193033,No,No,No,20193033_No_No_No
20192230,No,No,No,20192230_No_No_No
20191002,No,No,No,20191002_No_No_No
20192080,No,No,No,20192080_No_No_No
20192139,No,No,No,20192139_No_No_No
20191118,No,No,No,20191118_No_No_No
20191179,No,No,No,20191179_No_No_No
20191226,No,No,No,20191226_No_No_No
20191264,No,No,No,20191264_No_No_No
20193122,No,Yes,No,20193122_No_Yes_No
20192036,No,Yes,No,20192036_No_Yes_No
20191031,No,No,No,20191031_No_No_No
20191247,No,Yes,No,20191247_No_Yes_No
20191284,No,No,No,20191284_No_No_No
20193093,No,No,No,20193093_No_No_No
20191080,No,Yes,No,20191080_No_Yes_No
20196026,No,No,No,20196026_No_No_No
20191138,No,No,Yes,20191138_No_No_Yes
20192098,No,No,No,20192098_No_No_No
20191234,No,No,No,20191234_No_No_No
20194019,No,No,No,20194019_No_No_No
20197006,No,No,No,20197006_No_No_No
20195044,No,No,No,20195044_No_No_No
20193131,No,No,Yes,20193131_No_No_Yes
20193157,No,No,No,20193157_No_No_No
20192194,No,Yes,No,20192194_No_Yes_No
20191221,No,Yes,No,20191221_No_Yes_No
20191239,No,No,No,20191239_No_No_No
20195093,No,No,No,20195093_No_No_No
20191062,No,No,No,20191062_No_No_No
20192225,No,No,No,20192225_No_No_No
20192069,No,No,No,20192069_No_No_No
20192222,No,No,No,20192222_No_No_No
20195054,No,No,No,20195054_No_No_No
20191147,No,No,No,20191147_No_No_No
20191059,No,No,No,20191059_No_No_No
20193055,No,No,No,20193055_No_No_No
20193038,No,No,Yes,20193038_No_No_Yes
20191185,No,No,No,20191185_No_No_No
20191157,No,No,No,20191157_No_No_No
20194033,No,No,No,20194033_No_No_No
20192055,No,No,No,20192055_No_No_No
20193184,No,Yes,No,20193184_No_Yes_No
20191033,No,No,No,20191033_No_No_No
20195008,No,No,No,20195008_No_No_No
20191094,No,No,No,20191094_No_No_No
20192192,No,No,Yes,20192192_No_No_Yes
20192110,No,Yes,No,20192110_No_Yes_No
20196012,No,No,Yes,20196012_No_No_Yes
20192153,No,No,No,20192153_No_No_No
20193175,No,Yes,No,20193175_No_Yes_No
20192167,No,No,No,20192167_No_No_No
20193068,No,No,No,20193068_No_No_No
20197002,No,No,No,20197002_No_No_No
20192061,No,No,No,20192061_No_No_No
20193050,No,No,No,20193050_No_No_No
20193133,No,No,No,20193133_No_No_No
20191010,No,No,No,20191010_No_No_No
20193149,No,No,No,20193149_No_No_No
20194028,No,No,No,20194028_No_No_No
20191018,No,No,No,20191018_No_No_No
20196028,No,No,No,20196028_No_No_No
20191180,No,No,No,20191180_No_No_No
20191166,No,No,Yes,20191166_No_No_Yes
20192242,No,No,No,20192242_No_No_No
20191286,No,No,Yes,20191286_No_No_Yes
20191275,No,No,No,20191275_No_No_No
20193011,No,No,No,20193011_No_No_No
20191231,No,No,No,20191231_No_No_No
20194040,No,No,No,20194040_No_No_No
20195083,No,No,No,20195083_No_No_No
20191238,No,No,No,20191238_No_No_No
20195076,No,No,No,20195076_No_No_No
20191211,No,No,No,20191211_No_No_No
20192187,No,No,No,20192187_No_No_No
20191122,No,No,Yes,20191122_No_No_Yes
20193165,No,No,No,20193165_No_No_No
20192114,No,No,No,20192114_No_No_No
20192066,No,No,No,20192066_No_No_No
20191152,No,No,No,20191152_No_No_No
20194090,No,No,No,20194090_No_No_No
20192119,No,No,Yes,20192119_No_No_Yes
20195082,No,No,No,20195082_No_No_No
20192183,No,No,No,20192183_No_No_No
20193005,No,No,No,20193005_No_No_No
20191161,No,No,No,20191161_No_No_No
20195115,No,No,No,20195115_No_No_No
20195143,No,No,No,20195143_No_No_No
20192117,No,No,No,20192117_No_No_No
20196004,No,No,No,20196004_No_No_No
20191306,No,No,No,20191306_No_No_No
20192005,No,No,No,20192005_No_No_No
20191267,No,No,No,20191267_No_No_No
20192212,No,No,No,20192212_No_No_No
20194001,No,No,No,20194001_No_No_No
20195096,No,No,No,20195096_No_No_No
20193082,No,No,No,20193082_No_No_No
20191196,No,No,No,20191196_No_No_No
20193035,No,Yes,No,20193035_No_Yes_No
20191224,No,Yes,No,20191224_No_Yes_No
20191249,No,No,No,20191249_No_No_No
20194041,No,No,Yes,20194041_No_No_Yes
20195024,No,No,No,20195024_No_No_No
20192041,No,No,No,20192041_No_No_No
20191270,No,No,Yes,20191270_No_No_Yes
20191032,No,No,Yes,20191032_No_No_Yes
20193108,No,No,No,20193108_No_No_No
20191014,No,No,No,20191014_No_No_No
20191022,No,No,No,20191022_No_No_No
20194056,No,No,No,20194056_No_No_No
20193110,No,No,Yes,20193110_No_No_Yes
20193079,No,No,No,20193079_No_No_No
20191266,No,No,No,20191266_No_No_No
20191242,No,No,No,20191242_No_No_No
20192120,No,No,No,20192120_No_No_No
20194002,No,No,Yes,20194002_No_No_Yes
20191201,No,No,No,20191201_No_No_No
20194073,No,No,No,20194073_No_No_No
20195047,No,No,No,20195047_No_No_No
20193182,No,No,Yes,20193182_No_No_Yes
20191294,No,No,Yes,20191294_No_No_Yes
20194045,No,No,Yes,20194045_No_No_Yes
20191068,No,No,No,20191068_No_No_No
20194062,Yes,No,No,20194062_Yes_No_No
20191245,No,Yes,No,20191245_No_Yes_No
20196024,No,No,No,20196024_No_No_No
20194004,No,No,No,20194004_No_No_No
20191108,No,No,No,20191108_No_No_No
20191225,No,No,No,20191225_No_No_No
20191104,No,Yes,No,20191104_No_Yes_No
20195133,No,No,No,20195133_No_No_No
20196025,No,No,No,20196025_No_No_No
20191135,No,No,Yes,20191135_No_No_Yes
20195012,No,No,No,20195012_No_No_No
20195152,No,No,No,20195152_No_No_No
20191067,No,No,No,20191067_No_No_No
20192134,No,No,No,20192134_No_No_No
20193193,No,Yes,No,20193193_No_Yes_No
20193140,No,No,No,20193140_No_No_No
20192051,No,No,No,20192051_No_No_No
20197011,No,No,No,20197011_No_No_No
20192093,No,Yes,No,20192093_No_Yes_No
20191145,Yes,No,No,20191145_Yes_No_No
20192146,No,No,No,20192146_No_No_No
20194099,No,No,No,20194099_No_No_No
20191155,No,No,No,20191155_No_No_No
20192196,No,No,No,20192196_No_No_No
20195151,No,No,No,20195151_No_No_No
20192046,No,No,No,20192046_No_No_No
20192159,No,Yes,No,20192159_No_Yes_No
20192221,No,No,No,20192221_No_No_No
20193041,No,No,No,20193041_No_No_No
20191123,No,Yes,No,20191123_No_Yes_No
20195065,No,No,No,20195065_No_No_No
20192017,No,No,No,20192017_No_No_No
20192135,No,No,No,20192135_No_No_No
20192018,No,No,Yes,20192018_No_No_Yes
20191258,No,No,No,20191258_No_No_No
20191106,No,No,No,20191106_No_No_No
20191050,No,No,No,20191050_No_No_No
20193081,No,No,Yes,20193081_No_No_Yes
20191037,No,No,No,20191037_No_No_No
20191107,No,No,No,20191107_No_No_No
20191290,No,No,No,20191290_No_No_No
20192185,No,No,No,20192185_No_No_No
20193156,No,No,No,20193156_No_No_No
20192044,No,No,No,20192044_No_No_No
20191314,No,No,No,20191314_No_No_No
20191100,Yes,No,No,20191100_Yes_No_No
20191047,No,No,No,20191047_No_No_No
20192160,No,No,No,20192160_No_No_No
20192012,No,No,No,20192012_No_No_No
20195048,No,No,No,20195048_No_No_No
20191159,No,No,No,20191159_No_No_No
20194044,No,No,No,20194044_No_No_No
20193003,No,No,No,20193003_No_No_No
20191220,No,No,No,20191220_No_No_No
20192037,No,No,No,20192037_No_No_No
