crash_id,remoteness
20192126,Major Cities of Australia
20195049,Very Remote Australia
20195025,Major Cities of Australia
20193007,Inner Regional Australia
20192143,Outer Regional Australia
20192032,Major Cities of Australia
20192086,Inner Regional Australia
20194078,Outer Regional Australia
20191027,Major Cities of Australia
20192013,Major Cities of Australia
20195055,Remote Australia
20193095,Major Cities of Australia
20192175,Outer Regional Australia
20191219,Outer Regional Australia
20193031,Inner Regional Australia
20194037,Inner Regional Australia
20192248,Outer Regional Australia
20192050,Inner Regional Australia
20194026,Outer Regional Australia
20192105,Major Cities of Australia
20196027,Outer Regional Australia
20191049,Major Cities of Australia
20193192,Major Cities of Australia
20193059,Major Cities of Australia
20194103,Major Cities of Australia
20191056,Major Cities of Australia
20192246,Major Cities of Australia
20193066,Major Cities of Australia
20191140,Major Cities of Australia
20194082,Outer Regional Australia
20193170,Inner Regional Australia
20191091,Major Cities of Australia
20195109,Inner Regional Australia
20191134,Major Cities of Australia
20194031,Outer Regional Australia
20195128,Very Remote Australia
20191325,Outer Regional Australia
20195129,Major Cities of Australia
20192215,Major Cities of Australia
20193196,Outer Regional Australia
20193112,Remote Australia
20192133,Major Cities of Australia
20191001,Outer Regional Australia
20193012,Inner Regional Australia
20191198,Major Cities of Australia
20191121,Major Cities of Australia
20193174,Outer Regional Australia
20197027,Outer Regional Australia
20192163,Major Cities of Australia
20192094,Inner Regional Australia
20193104,Inner Regional Australia
20191130,Inner Regional Australia
20193051,Major Cities of Australia
20191304,Outer Regional Australia
20195007,Major Cities of Australia
20192122,Major Cities of Australia
20193019,Outer Regional Australia
20192095,Major Cities of Australia
20197028,Outer Regional Australia
20194058,Outer Regional Australia
20192236,Major Cities of Australia
20193037,Major Cities of Australia
20192024,Major Cities of Australia
20193181,Major Cities of Australia
20192059,Major Cities of Australia
20192001,Inner Regional Australia
20194102,Inner Regional Australia
20192109,Inner Regional Australia
20197005,Outer Regional Australia
20194105,Outer Regional Australia
20191252,Major Cities of Australia
20193109,Remote Australia
20194005,Outer Regional Australia
20195053,Outer Regional Australia
20191142,Major Cities of Australia
20195077,Outer Regional Australia
20194081,Outer Regional Australia
20192068,Major Cities of Australia
20191052,Major Cities of Australia
20195136,Major Cities of Australia
20193026,Inner Regional Australia
20195006,Major Cities of Australia
20192085,Major Cities of Australia
20192101,Inner Regional Australia
20191227,Outer Regional Australia
20191017,Major Cities of Australia
20192232,Major Cities of Australia
20192235,Inner Regional Australia
20193107,Major Cities of Australia
20191188,Inner Regional Australia
20192108,Major Cities of Australia
20192125,Major Cities of Australia
20196015,Outer Regional Australia
20194046,Inner Regional Australia
20194091,Inner Regional Australia
20194010,Outer Regional Australia
20193144,Major Cities of Australia
20195088,Inner Regional Australia
20194071,Major Cities of Australia
20195087,Inner Regional Australia
20192067,Inner Regional Australia
20191319,Major Cities of Australia
20197023,Very Remote Australia
20191041,Outer Regional Australia
20193100,Inner Regional Australia
20195090,Major Cities of Australia
20191024,Major Cities of Australia
20195040,Major Cities of Australia
20195036,Major Cities of Australia
20192015,Major Cities of Australia
20192169,Outer Regional Australia
20191084,Inner Regional Australia
20191103,Outer Regional Australia
20193111,Outer Regional Australia
20195004,Major Cities of Australia
20192177,Outer Regional Australia
20191042,Major Cities of Australia
20195145,Outer Regional Australia
20196018,Outer Regional Australia
20193033,Inner Regional Australia
20192230,Inner Regional Australia
20191002,Outer Regional Australia
20192080,Major Cities of Australia
20192139,Inner Regional Australia
20191118,Major Cities of Australia
20191179,Outer Regional Australia
20191226,Inner Regional Australia
20191264,Major Cities of Australia
20193122,Inner Regional Australia
20192036,Inner Regional Australia
20191031,Inner Regional Australia
20191247,Inner Regional Australia
20191284,Major Cities of Australia
20193093,Outer Regional Australia
20191080,Major Cities of Australia
20196026,Inner Regional Australia
20191138,Inner Regional Australia
20192098,Major Cities of Australia
20191234,Inner Regional Australia
20194019,Inner Regional Australia
20197006,Outer Regional Australia
20195044,Remote Australia
20193131,Remote Australia
20193157,Outer Regional Australia
20192194,Inner Regional Australia
20191221,Major Cities of Australia
20191239,Inner Regional Australia
20195093,Inner Regional Australia
20191062,Major Cities of Australia
20192225,Major Cities of Australia
20192069,Major Cities of Australia
20192222,Major Cities of Australia
20195054,Inner Regional Australia
20191147,Major Cities of Australia
20191059,Major Cities of Australia
20193055,Major Cities of Australia
20193038,Major Cities of Australia
20191185,Outer Regional Australia
20191157,Major Cities of Australia
20194033,Inner Regional Australia
20192055,Major Cities of Australia
20193184,Remote Australia
20191033,Inner Regional Australia
20195008,Outer Regional Australia
20191094,Inner Regional Australia
20192192,Outer Regional Australia
20192110,Inner Regional Australia
20196012,Remote Australia
20192153,Major Cities of Australia
20193175,Major Cities of Australia
20192167,Outer Regional Australia
20193068,Inner Regional Australia
20197002,Remote Australia
20192061,Outer Regional Australia
20193050,Remote Australia
20193133,Inner Regional Australia
20191010,Outer Regional Australia
20193149,Outer Regional Australia
20194028,Inner Regional Australia
20191018,Very Remote Australia
20196028,Outer Regional Australia
20191180,Inner Regional Australia
20191166,Outer Regional Australia
20192242,Inner Regional Australia
20191286,Outer Regional Australia
20191275,Outer Regional Australia
20193011,Inner Regional Australia
20191231,Major Cities of Australia
20194040,Major Cities of Australia
20195083,Major Cities of Australia
20191238,Outer Regional Australia
20195076,Major Cities of Australia
20191211,Major Cities of Australia
20192187,Major Cities of Australia
20191122,Major Cities of Australia
20193165,Inner Regional Australia
20192114,Inner Regional Australia
20192066,Inner Regional Australia
20191152,Inner Regional Australia
20194090,Inner Regional Australia
20192119,Inner Regional Australia
20195082,Outer Regional Australia
20192183,Inner Regional Australia
20193005,Very Remote Australia
20191161,Inner Regional Australia
20195115,Inner Regional Australia
20195143,Inner Regional Australia
20192117,Major Cities of Australia
20196004,Outer Regional Australia
20191306,Remote Australia
20192005,Major Cities of Australia
20191267,Inner Regional Australia
20192212,Major Cities of Australia
20194001,Major Cities of Australia
20195096,Major Cities of Australia
20193082,Major Cities of Australia
20191196,Outer Regional Australia
20193035,Major Cities of Australia
20191224,Major Cities of Australia
20191249,Major Cities of Australia
20194041,Inner Regional Australia
20195024,Outer Regional Australia
20192041,Outer Regional Australia
20191270,Major Cities of Australia
20191032,Inner Regional Australia
20193108,Outer Regional Australia
20191014,Inner Regional Australia
20191022,Inner Regional Australia
20194056,Outer Regional Australia
20193110,Very Remote Australia
20193079,Outer Regional Australia
20191266,Inner Regional Australia
20191242,Inner Regional Australia
20192120,Outer Regional Australia
20194002,Outer Regional Australia
20191201,Major Cities of Australia
20194073,Major Cities of Australia
20195047,Inner Regional Australia
20193182,Inner Regional Australia
20191294,Inner Regional Australia
20194045,Very Remote Australia
20191068,Remote Australia
20194062,Major Cities of Australia
20191245,Major Cities of Australia
20196024,Inner Regional Australia
20194004,Very Remote Australia
20191108,Outer Regional Australia
20191225,Major Cities of Australia
20191104,Inner Regional Australia
20195133,Major Cities of Australia
20196025,Outer Regional Australia
20191135,Outer Regional Australia
20195012,Major Cities of Australia
20195152,Inner Regional Australia
20191067,Major Cities of Australia
20192134,Inner Regional Australia
20193193,Inner Regional Australia
20193140,Outer Regional Australia
20192051,Outer Regional Australia
20197011,Outer Regional Australia
20192093,Major Cities of Australia
20191145,Major Cities of Australia
20192146,Major Cities of Australia
20194099,Inner Regional Australia
20191155,Major Cities of Australia
20192196,Major Cities of Australia
20195151,Outer Regional Australia
20192046,Inner Regional Australia
20192159,Major Cities of Australia
20192221,Inner Regional Australia
20193041,Major Cities of Australia
20191123,Major Cities of Australia
20195065,Inner Regional Australia
20192017,Major Cities of Australia
20192135,Major Cities of Australia
20192018,Outer Regional Australia
20191258,Major Cities of Australia
20191106,Major Cities of Australia
20191050,Inner Regional Australia
20193081,Outer Regional Australia
20191037,Outer Regional Australia
20191107,Major Cities of Australia
20191290,Major Cities of Australia
20192185,Inner Regional Australia
20193156,Outer Regional Australia
20192044,Major Cities of Australia
20191314,Inner Regional Australia
20191100,Major Cities of Australia
20191047,Inner Regional Australia
20192160,Inner Regional Australia
20192012,Major Cities of Australia
20195048,Major Cities of Australia
20191159,Inner Regional Australia
20194044,Major Cities of Australia
20193003,Inner Regional Australia
20191220,Outer Regional Australia
20192037,Major Cities of Australia
20191192,Major Cities of Australia
20193171,Outer Regional Australia
20195123,Major Cities of Australia
20195072,Very Remote Australia
20191005,Inner Regional Australia
20192189,Outer Regional Australia
20191210,Major Cities of Australia
20191172,Major Cities of Australia
20192058,Inner Regional Australia
20192043,Major Cities of Australia
20192200,Major Cities of Australia
20193091,Outer Regional Australia
20195138,Inner Regional Australia
20196022,Outer Regional Australia
20191271,Inner Regional Australia
20193014,Major Cities of Australia
20195050,Remote Australia
20192033,Major Cities of Australia
20191241,Major Cities of Australia
20195034,Major Cities of Australia
20191182,Major Cities of Australia
20196029,Outer Regional Australia
20192023,Inner Regional Australia
20191181,Major Cities of Australia
20191025,Inner Regional Australia
20191021,Outer Regional Australia
20192103,Outer Regional Australia
20192040,Major Cities of Australia
20194017,Outer Regional Australia
20192220,Inner Regional Australia
20192148,Inner Regional Australia
20195002,Outer Regional Australia
20192178,Inner Regional Australia
20192097,Inner Regional Australia
20193075,Outer Regional Australia
20192202,Inner Regional Australia
20195110,Outer Regional Australia
20195118,Very Remote Australia
20192007,Inner Regional Australia
20191204,Inner Regional Australia
20195102,Outer Regional Australia
20194057,Major Cities of Australia
20195062,Major Cities of Australia
20195085,Inner Regional Australia
20192076,Inner Regional Australia
20192079,Major Cities of Australia
20195046,Inner Regional Australia
20193086,Inner Regional Australia
20198003,Major Cities of Australia
20192190,Outer Regional Australia
20191153,Inner Regional Australia
20192195,Inner Regional Australia
20195010,Very Remote Australia
20195146,Inner Regional Australia
20191251,Inner Regional Australia
20193158,Outer Regional Australia
20192009,Outer Regional Australia
20192161,Inner Regional Australia
20194074,Inner Regional Australia
20191046,Outer Regional Australia
20195078,Major Cities of Australia
20193191,Outer Regional Australia
20191053,Major Cities of Australia
20191299,Remote Australia
20194009,Major Cities of Australia
20195014,Outer Regional Australia
20193087,Outer Regional Australia
20197007,Outer Regional Australia
20191265,Inner Regional Australia
20191174,Outer Regional Australia
20195075,Major Cities of Australia
20191079,Outer Regional Australia
20194093,Major Cities of Australia
20191074,Outer Regional Australia
20191069,Major Cities of Australia
20192198,Outer Regional Australia
20191308,Outer Regional Australia
20197009,Very Remote Australia
20195011,Major Cities of Australia
20193120,Major Cities of Australia
20193063,Inner Regional Australia
20193054,Major Cities of Australia
20191139,Major Cities of Australia
20192106,Inner Regional Australia
20191292,Inner Regional Australia
20192241,Major Cities of Australia
20194109,Outer Regional Australia
20194095,Major Cities of Australia
20194035,Major Cities of Australia
20191038,Major Cities of Australia
20192179,Major Cities of Australia
20192132,Inner Regional Australia
20191295,Outer Regional Australia
20195028,Remote Australia
20192168,Outer Regional Australia
20191129,Inner Regional Australia
20193077,Inner Regional Australia
20193128,Major Cities of Australia
20192136,Inner Regional Australia
20191054,Inner Regional Australia
20194070,Remote Australia
20195030,Major Cities of Australia
20192042,Inner Regional Australia
20197012,Very Remote Australia
20191065,Outer Regional Australia
20192145,Major Cities of Australia
20191003,Inner Regional Australia
20197022,Outer Regional Australia
20192180,Inner Regional Australia
20194043,Inner Regional Australia
20192025,Major Cities of Australia
20191288,Inner Regional Australia
20197004,Remote Australia
20192057,Outer Regional Australia
20191055,Inner Regional Australia
20196007,Inner Regional Australia
20191177,Major Cities of Australia
20194063,Major Cities of Australia
20193190,Inner Regional Australia
20195113,Inner Regional Australia
20194075,Major Cities of Australia
20191323,Outer Regional Australia
20191190,Outer Regional Australia
20191036,Outer Regional Australia
20191040,Inner Regional Australia
20195071,Inner Regional Australia
20192124,Major Cities of Australia
20191045,Outer Regional Australia
20195095,Outer Regional Australia
20195111,Inner Regional Australia
20194036,Major Cities of Australia
20191259,Inner Regional Australia
20191316,Major Cities of Australia
20192081,Major Cities of Australia
20194108,Major Cities of Australia
20194027,Outer Regional Australia
20191044,Remote Australia
20193058,Inner Regional Australia
20191233,Outer Regional Australia
20192141,Outer Regional Australia
20193062,Inner Regional Australia
20193047,Major Cities of Australia
20191187,Inner Regional Australia
20181309,Remote Australia
20184025,Major Cities of Australia
20183053,Outer Regional Australia
20181079,Remote Australia
20184009,Inner Regional Australia
20183089,Major Cities of Australia
20181062,Inner Regional Australia
20181110,Major Cities of Australia
20181038,Inner Regional Australia
20181264,Outer Regional Australia
20183091,Very Remote Australia
20181203,Outer Regional Australia
20185100,Inner Regional Australia
20182022,Inner Regional Australia
20183039,Major Cities of Australia
20182113,Inner Regional Australia
20182017,Major Cities of Australia
20184050,Inner Regional Australia
20183154,Remote Australia
20181166,Outer Regional Australia
20187028,Very Remote Australia
20183059,Major Cities of Australia
20182094,Outer Regional Australia
20183043,Outer Regional Australia
20182049,Inner Regional Australia
20183149,Inner Regional Australia
20182155,Inner Regional Australia
20182073,Major Cities of Australia
20184027,Major Cities of Australia
20181276,Major Cities of Australia
20181231,Outer Regional Australia
20185114,Outer Regional Australia
20181105,Outer Regional Australia
20183159,Outer Regional Australia
20186030,Outer Regional Australia
20181243,Inner Regional Australia
20182199,Inner Regional Australia
20185134,Major Cities of Australia
20182159,Major Cities of Australia
20183092,Outer Regional Australia
20182071,Outer Regional Australia
20181049,Outer Regional Australia
20183141,Remote Australia
20183034,Major Cities of Australia
20184038,Major Cities of Australia
20181086,Outer Regional Australia
20182106,Major Cities of Australia
20183210,Major Cities of Australia
20183022,Outer Regional Australia
20181232,Outer Regional Australia
20185139,Outer Regional Australia
20181188,Outer Regional Australia
20185076,Inner Regional Australia
20181114,Outer Regional Australia
20183065,Inner Regional Australia
20187036,Very Remote Australia
20185138,Inner Regional Australia
20183224,Outer Regional Australia
20184024,Outer Regional Australia
20185097,Remote Australia
20181107,Outer Regional Australia
20186019,Outer Regional Australia
20183025,Outer Regional Australia
20183140,Inner Regional Australia
20184016,Major Cities of Australia
20183116,Major Cities of Australia
20187003,Very Remote Australia
20185132,Inner Regional Australia
20186012,Outer Regional Australia
20181304,Major Cities of Australia
20183161,Outer Regional Australia
20181226,Inner Regional Australia
20182035,Inner Regional Australia
20181237,Outer Regional Australia
20185085,Inner Regional Australia
20182178,Inner Regional Australia
20181269,Major Cities of Australia
20185036,Major Cities of Australia
20182081,Major Cities of Australia
20183087,Inner Regional Australia
20181056,Major Cities of Australia
20181170,Major Cities of Australia
20181002,Major Cities of Australia
20182019,Major Cities of Australia
20181148,Major Cities of Australia
20182110,Major Cities of Australia
20183085,Outer Regional Australia
20184002,Major Cities of Australia
20181077,Major Cities of Australia
20184005,Inner Regional Australia
20186001,Inner Regional Australia
20182023,Major Cities of Australia
20187026,Very Remote Australia
20184031,Very Remote Australia
20182181,Outer Regional Australia
20185067,Inner Regional Australia
20181214,Major Cities of Australia
20181059,Major Cities of Australia
20183020,Inner Regional Australia
20182004,Inner Regional Australia
20182002,Major Cities of Australia
20183126,Inner Regional Australia
20185016,Major Cities of Australia
20181302,Major Cities of Australia
20187029,Remote Australia
20183029,Major Cities of Australia
20183171,Inner Regional Australia
20184030,Outer Regional Australia
20181031,Inner Regional Australia
20182116,Major Cities of Australia
20181159,Major Cities of Australia
20183139,Inner Regional Australia
20181018,Major Cities of Australia
20181045,Outer Regional Australia
20183134,Outer Regional Australia
20183145,Outer Regional Australia
20185008,Very Remote Australia
20185005,Outer Regional Australia
20184008,Remote Australia
20182163,Major Cities of Australia
20181324,Major Cities of Australia
20182037,Inner Regional Australia
20181070,Inner Regional Australia
20183200,Major Cities of Australia
20183102,Inner Regional Australia
20185048,Major Cities of Australia
20181156,Inner Regional Australia
20183010,Very Remote Australia
20184047,Outer Regional Australia
20181234,Major Cities of Australia
20182095,Inner Regional Australia
20183046,Major Cities of Australia
20182020,Major Cities of Australia
20183081,Major Cities of Australia
20182146,Major Cities of Australia
20181271,Major Cities of Australia
20185104,Inner Regional Australia
20182090,Major Cities of Australia
20181310,Major Cities of Australia
20185007,Inner Regional Australia
20185052,Major Cities of Australia
20185049,Inner Regional Australia
20184048,Outer Regional Australia
20182099,Inner Regional Australia
20182136,Outer Regional Australia
20184044,Major Cities of Australia
20183219,Major Cities of Australia
20187031,Outer Regional Australia
20182056,Inner Regional Australia
20182063,Major Cities of Australia
20181205,Major Cities of Australia
20185041,Inner Regional Australia
20181171,Outer Regional Australia
20181190,Major Cities of Australia
20185032,Outer Regional Australia
20182158,Outer Regional Australia
20185044,Inner Regional Australia
20181325,Major Cities of Australia
20183178,Inner Regional Australia
20184057,Remote Australia
20186006,Inner Regional Australia
20183023,Inner Regional Australia
20183179,Major Cities of Australia
20181071,Inner Regional Australia
20186003,Inner Regional Australia
20185111,Inner Regional Australia
20181076,Outer Regional Australia
20181033,Major Cities of Australia
20182029,Major Cities of Australia
20184073,Major Cities of Australia
20184017,Inner Regional Australia
20181187,Major Cities of Australia
20182072,Inner Regional Australia
20183062,Major Cities of Australia
20181168,Inner Regional Australia
20185001,Remote Australia
20181265,Major Cities of Australia
20182040,Inner Regional Australia
20182075,Major Cities of Australia
20181209,Major Cities of Australia
20181053,Inner Regional Australia
20181042,Major Cities of Australia
20182166,Major Cities of Australia
20181179,Inner Regional Australia
20181244,Inner Regional Australia
20182161,Inner Regional Australia
20183172,Very Remote Australia
20181194,Major Cities of Australia
20187022,Very Remote Australia
20181129,Inner Regional Australia
20182041,Inner Regional Australia
20182191,Major Cities of Australia
20183031,Inner Regional Australia
20182192,Major Cities of Australia
20184028,Inner Regional Australia
20183101,Inner Regional Australia
20187027,Remote Australia
20185031,Outer Regional Australia
20182084,Outer Regional Australia
20182100,Major Cities of Australia
20181292,Remote Australia
20185106,Inner Regional Australia
20182132,Inner Regional Australia
20182148,Inner Regional Australia
20183012,Major Cities of Australia
20185095,Outer Regional Australia
20185094,Inner Regional Australia
20183007,Remote Australia
20182079,Inner Regional Australia
20181144,Outer Regional Australia
20183194,Remote Australia
20181067,Major Cities of Australia
20182044,Major Cities of Australia
20187005,Very Remote Australia
20181211,Outer Regional Australia
20181138,Major Cities of Australia
20182026,Outer Regional Australia
20181213,Outer Regional Australia
20181162,Inner Regional Australia
20182102,Outer Regional Australia
20184051,Inner Regional Australia
20182152,Outer Regional Australia
20181206,Major Cities of Australia
20184062,Outer Regional Australia
20182129,Major Cities of Australia
20183129,Inner Regional Australia
20185092,Remote Australia
20182031,Inner Regional Australia
20187017,Remote Australia
20184067,Major Cities of Australia
20183151,Inner Regional Australia
20183057,Inner Regional Australia
20181024,Outer Regional Australia
20187004,Very Remote Australia
20181048,Inner Regional Australia
20185004,Inner Regional Australia
20182119,Inner Regional Australia
20185091,Major Cities of Australia
20185029,Inner Regional Australia
20182120,Major Cities of Australia
20181010,Major Cities of Australia
20181284,Major Cities of Australia
20182164,Major Cities of Australia
20181026,Inner Regional Australia
20181185,Inner Regional Australia
20181225,Major Cities of Australia
20182092,Inner Regional Australia
20181176,Major Cities of Australia
20186002,Inner Regional Australia
20185079,Major Cities of Australia
20182167,Outer Regional Australia
20181093,Inner Regional Australia
20186017,Inner Regional Australia
20182149,Inner Regional Australia
20181257,Major Cities of Australia
20183211,Inner Regional Australia
20182176,Outer Regional Australia
20183054,Major Cities of Australia
20181082,Inner Regional Australia
20182069,Outer Regional Australia
20181275,Inner Regional Australia
20183168,Outer Regional Australia
20181250,Major Cities of Australia
20185050,Very Remote Australia
20181085,Outer Regional Australia
20183120,Major Cities of Australia
20183133,Inner Regional Australia
20181009,Major Cities of Australia
20185140,Remote Australia
20181184,Inner Regional Australia
20183050,Inner Regional Australia
20182130,Inner Regional Australia
20181130,Inner Regional Australia
20184074,Outer Regional Australia
20185062,Major Cities of Australia
20182118,Major Cities of Australia
20182177,Major Cities of Australia
20182021,Major Cities of Australia
20183208,Major Cities of Australia
20185070,Very Remote Australia
20181298,Inner Regional Australia
20184053,Outer Regional Australia
20181046,Inner Regional Australia
20183011,Very Remote Australia
20186015,Outer Regional Australia
20185034,Very Remote Australia
20184015,Outer Regional Australia
20181201,Inner Regional Australia
20181120,Outer Regional Australia
20181323,Major Cities of Australia
20184042,Outer Regional Australia
20182111,Inner Regional Australia
20181124,Inner Regional Australia
20183075,Major Cities of Australia
20181241,Remote Australia
20181236,Inner Regional Australia
20185043,Major Cities of Australia
20183156,Outer Regional Australia
20182080,Inner Regional Australia
20183215,Outer Regional Australia
20183026,Inner Regional Australia
20187024,Very Remote Australia
20181058,Major Cities of Australia
20185028,Remote Australia
20183201,Outer Regional Australia
20181140,Inner Regional Australia
20186020,Outer Regional Australia
20184013,Major Cities of Australia
20185098,Very Remote Australia
20185103,Inner Regional Australia
20181215,Inner Regional Australia
20186007,Outer Regional Australia
20183044,Outer Regional Australia
20182068,Major Cities of Australia
20182038,Inner Regional Australia
20183001,Outer Regional Australia
20181290,Major Cities of Australia
20181142,Outer Regional Australia
20181151,Inner Regional Australia
20183128,Major Cities of Australia
20181135,Major Cities of Australia
20181282,Outer Regional Australia
20181145,Major Cities of Australia
20185046,Outer Regional Australia
20181099,Inner Regional Australia
20182088,Inner Regional Australia
20182142,Major Cities of Australia
20182135,Major Cities of Australia
20184058,Very Remote Australia
20182012,Inner Regional Australia
20182082,Major Cities of Australia
20185021,Inner Regional Australia
20182160,Outer Regional Australia
20181023,Outer Regional Australia
20183110,Major Cities of Australia
20184007,Major Cities of Australia
20181035,Inner Regional Australia
20184059,Major Cities of Australia
20184056,Outer Regional Australia
20181247,Outer Regional Australia
20185078,Inner Regional Australia
20181066,Major Cities of Australia
20185020,Major Cities of Australia
20181128,Outer Regional Australia
20181127,Inner Regional Australia
20186023,Outer Regional Australia
20181008,Very Remote Australia
20181288,Major Cities of Australia
20183173,Major Cities of Australia
20183117,Major Cities of Australia
20182078,Inner Regional Australia
20181158,Major Cities of Australia
20181227,Inner Regional Australia
20181064,Outer Regional Australia
20183144,Very Remote Australia
20181006,Major Cities of Australia
20181150,Major Cities of Australia
20185119,Very Remote Australia
20184033,Outer Regional Australia
20183131,Inner Regional Australia
20183100,Outer Regional Australia
20181113,Outer Regional Australia
20181207,Outer Regional Australia
20183068,Outer Regional Australia
20181318,Major Cities of Australia
201850039,Major Cities of Australia
20183084,Inner Regional Australia
20181246,Outer Regional Australia
20181122,Inner Regional Australia
20183090,Major Cities of Australia
20183213,Major Cities of Australia
20181125,Major Cities of Australia
20181279,Outer Regional Australia
20181183,Major Cities of Australia
20181169,Major Cities of Australia
20182125,Inner Regional Australia
20185127,Remote Australia
20182096,Major Cities of Australia
20185145,Major Cities of Australia
20182137,Outer Regional Australia
20181055,Inner Regional Australia
20182172,Major Cities of Australia
20182193,Major Cities of Australia
20182025,Major Cities of Australia
20183078,Outer Regional Australia
20183052,Major Cities of Australia
20182036,Major Cities of Australia
20183115,Outer Regional Australia
20181005,Inner Regional Australia
20185051,Remote Australia
20184072,Inner Regional Australia
20181104,Inner Regional Australia
20181121,Inner Regional Australia
20183155,Remote Australia
20183218,Inner Regional Australia
20181021,Major Cities of Australia
20185126,Remote Australia
20181294,Major Cities of Australia
20181210,Major Cities of Australia
20185022,Outer Regional Australia
20183190,Major Cities of Australia
20181060,Major Cities of Australia
20183157,Major Cities of Australia
20181295,Outer Regional Australia
20182046,Inner Regional Australia
20182188,Major Cities of Australia
20181228,Inner Regional Australia
20181095,Inner Regional Australia
20182030,Inner Regional Australia
20183060,Outer Regional Australia
20181075,Outer Regional Australia
20183162,Very Remote Australia
20183063,Outer Regional Australia
20181044,Major Cities of Australia
20187034,Very Remote Australia
20182190,Inner Regional Australia
20182180,Outer Regional Australia
20181029,Inner Regional Australia
20181137,Major Cities of Australia
20185093,Major Cities of Australia
20183206,Outer Regional Australia
20181197,Outer Regional Australia
20181270,Outer Regional Australia
20183035,Major Cities of Australia
20183069,Outer Regional Australia
20182131,Major Cities of Australia
20182087,Major Cities of Australia
20181311,Major Cities of Australia
20182060,Major Cities of Australia
20181103,Inner Regional Australia
20183142,Outer Regional Australia
20184034,Inner Regional Australia
20182003,Inner Regional Australia
20183080,Inner Regional Australia
20181222,Major Cities of Australia
20182196,Inner Regional Australia
20181011,Remote Australia
20187014,Very Remote Australia
20183209,Inner Regional Australia
20183099,Inner Regional Australia
20187039,Remote Australia
20181293,Outer Regional Australia
20181136,Major Cities of Australia
20183049,Inner Regional Australia
20183067,Inner Regional Australia
20182109,Inner Regional Australia
20185142,Inner Regional Australia
20181003,Inner Regional Australia
20184022,Major Cities of Australia
20185024,Very Remote Australia
20181050,Remote Australia
20182183,Major Cities of Australia
20183017,Remote Australia
20181032,Inner Regional Australia
20181196,Outer Regional Australia
20183123,Outer Regional Australia
20185115,Major Cities of Australia
20188003,Major Cities of Australia
20181054,Outer Regional Australia
20181111,Major Cities of Australia
20184065,Major Cities of Australia
20181240,Major Cities of Australia
20183040,Major Cities of Australia
20182127,Major Cities of Australia
20181182,Major Cities of Australia
20183127,Inner Regional Australia
20187013,Outer Regional Australia
20185025,Inner Regional Australia
20182165,Inner Regional Australia
20183132,Major Cities of Australia
20186024,Outer Regional Australia
20181277,Major Cities of Australia
20181259,Major Cities of Australia
20183143,Major Cities of Australia
20181146,Major Cities of Australia
20183175,Outer Regional Australia
20182098,Major Cities of Australia
20182124,Major Cities of Australia
20185116,Major Cities of Australia
20186004,Inner Regional Australia
20185058,Major Cities of Australia
20181189,Outer Regional Australia
20181285,Major Cities of Australia
20183061,Inner Regional Australia
20183185,Major Cities of Australia
20182010,Inner Regional Australia
20183167,Remote Australia
20181131,Major Cities of Australia
20181202,Inner Regional Australia
20184014,Major Cities of Australia
20183114,Outer Regional Australia
20183184,Inner Regional Australia
20183165,Major Cities of Australia
20183205,Inner Regional Australia
20182008,Major Cities of Australia
20183018,Very Remote Australia
20181163,Major Cities of Australia
20183148,Major Cities of Australia
20181147,Major Cities of Australia
20183088,Inner Regional Australia
20182070,Major Cities of Australia
20185011,Major Cities of Australia
20181052,Major Cities of Australia
20181115,Outer Regional Australia
20181089,Inner Regional Australia
20185006,Inner Regional Australia
20182065,Major Cities of Australia
20183112,Outer Regional Australia
20183095,Remote Australia
20182033,Inner Regional Australia
20183214,Outer Regional Australia
20181157,Inner Regional Australia
20182005,Major Cities of Australia
20182153,Major Cities of Australia
20185118,Inner Regional Australia
20183212,Major Cities of Australia
20181204,Major Cities of Australia
20183083,Major Cities of Australia
20183158,Major Cities of Australia
20181073,Major Cities of Australia
20185045,Inner Regional Australia
20182117,Major Cities of Australia
20186029,Outer Regional Australia
20182014,Inner Regional Australia
20181256,Major Cities of Australia
20187033,Remote Australia
20183051,Major Cities of Australia
20185075,Major Cities of Australia
20183199,Very Remote Australia
20185018,Outer Regional Australia
20183104,Inner Regional Australia
20184006,Inner Regional Australia
20182076,Major Cities of Australia
20181299,Outer Regional Australia
20181319,Inner Regional Australia
20183109,Inner Regional Australia
20181043,Major Cities of Australia
20184071,Outer Regional Australia
20185054,Major Cities of Australia
20184049,Major Cities of Australia
20183086,Major Cities of Australia
20184020,Inner Regional Australia
20183093,Inner Regional Australia
20181313,Inner Regional Australia
20181287,Inner Regional Australia
20183021,Major Cities of Australia
20185065,Outer Regional Australia
20183196,Inner Regional Australia
20181297,Outer Regional Australia
20185014,Inner Regional Australia
20181220,Outer Regional Australia
20181037,Inner Regional Australia
20183008,Inner Regional Australia
20183015,Inner Regional Australia
20182145,Inner Regional Australia
20181291,Inner Regional Australia
20187016,Remote Australia
20183113,Inner Regional Australia
20181161,Inner Regional Australia
20183036,Major Cities of Australia
20183024,Remote Australia
20183202,Outer Regional Australia
20181119,Major Cities of Australia
20182047,Inner Regional Australia
20181300,Major Cities of Australia
20187010,Very Remote Australia
20183111,Major Cities of Australia
20183028,Inner Regional Australia
20181289,Inner Regional Australia
20184036,Very Remote Australia
20181283,Major Cities of Australia
20185131,Major Cities of Australia
